patient_question,cleaned_text,keywords,distance_to_centroid
From a young woman in the US: I have had enough of the constant drama in my house should I move out? I wish I had a larger word limit lots of history behind this To keep it short I live with my mother and her alcoholic boyfriend which has made the last 7 years of my life that much harder and I need out,young woman enough constant drama house move wish larger word limit lot history behind keep short live mother alcoholic boyfriend made last year life much harder need,"['drama house', 'live mother', 'mother alcoholic', 'constant drama', 'house']",0.56798315
From a young man in Australia: Not a major complication but just interested in some different perspectives I am a physically healthy late-30 year old man I do not drink alcohol or smoke I do not do drugs I don鈥檛 gamble and I try to avoid eating bad food too often I exercise regularly and have a pretty good life (married child dog run my own business) I also don鈥檛 waste money on buying random stuff to make myself feel rewarded鈥,young man australia major complication interested different perspective physically healthy late year old man drink alcohol smoke drug gamble try avoid eating bad food often exercise regularly pretty good life also waste money buying random stuff make feel rewarded,"['physically healthy', 'healthy', 'drug gamble', 'man australia', 'gamble']",0.38802755
My girlfriend鈥檚 male best friend has been sleeping over at her house See he recently moved into my house and since he鈥檚 moved he鈥檚 spent more time at her house than anywhere else I鈥檓 perfectly okay with them hanging out I鈥檓 glad she has such a good friend But at the end of the day I really am not okay with him sleeping over at her house when I鈥檓 not there (Question from Canada),girlfriend male best friend sleeping house see recently moved house since moved spent time house anywhere else perfectly okay hanging glad good friend end day really okay sleeping house,"['friend sleeping', 'sleeping house', 'moved house', 'house moved', 'house']",0.4632882
From a woman in the US: I have never been able to get an answer to this We got a family puppy when I was in the 9th grade Our puppy was scared of being in boxes in which he couldn鈥檛 climb out He would panic and cry for someone to get him out My mother enjoyed putting the puppy in a box to see what he did and let him panic and cry until I couldn鈥檛 take it anymore and picked him up,woman never able get answer got family puppy grade puppy scared box climb would panic cry someone get mother enjoyed putting puppy box see let panic cry take anymore picked,"['puppy box', 'scared box', 'box climb', 'puppy scared', 'putting puppy']",0.4331786
From a teen in England: I lied to my boyfriend for over 1 1/2 years about my sexual relation with my ex When he kept asking I would say I did nothing I confessed recently that I did do things but only confessed 10% of it He offered me the chance to tell him anything else but I didn鈥檛 and I promised him that I won鈥檛 lie again,teen england lied boyfriend year sexual relation kept asking would say nothing confessed recently thing confessed offered chance tell anything else promised lie,"['lied boyfriend', 'say confessed', 'promised lie', 'confessed offered', 'england lied']",0.4321671
1 鈥 Speaking ill of someone鈥檚 past to a total stranger 2 鈥 ignoring the girlfriend of your friend when they first meet 3 鈥 calling the girlfriend of a friend irrational 4 鈥 boasting about achievements 5 鈥 faking another mental illness 6 鈥 taking a position of high responsibility 7 鈥 excluding a newcomer from a group 8 鈥 using sarcasm towards the girlfriend of a friend 9 鈥 belittling others publicly 10 鈥 using the boyfriend of the girlfriend to lie for them and call them irrational on their advices,speaking ill someone past total stranger ignoring girlfriend friend first meet calling girlfriend friend irrational boasting achievement faking another mental illness taking position high responsibility excluding newcomer group using sarcasm towards girlfriend friend belittling others publicly using boyfriend girlfriend lie call irrational advice,"['ignoring girlfriend', 'friend irrational', 'friend belittling', 'calling girlfriend', 'sarcasm girlfriend']",0.5240025
I need help I鈥檓 engaged to be married but I think I鈥檓 in love with an old time friend and I do not know what to do I鈥檓 torn about this I care about both so much please help my what can I do to know what the right choice will be ??? Kind regards (From South Africa),need help engaged married think love old time friend know torn care much please help know right choice kind regard,"['help engaged', 'engaged married', 'engaged', 'married think', 'married']",0.32047418
From a teen in Canada:聽 me and my boyfriend have been dating for 17 years both 18 years old so our relationship is very good dispute the arguments and a 4 month break from each other to sort out our life because we are at the age where the decisions we make are ever lasting,teen canada boyfriend dating year year old relationship good dispute argument month break sort life age decision make ever lasting,"['canada boyfriend', 'boyfriend dating', 'age decision', 'old relationship', 'dating year']",0.4253652
I鈥檓 24-yo woman and i鈥檓 attracted to teenage girls! Especially 14-19 yo girls looks sexually attractive to me! I follow some teenage female actressesdancerssingersmodels 鈥 on instagram and something else! I fantasize sexual relationship with these girls (sometimes i fantasize them having sex among themselves) and I imagine them actingdancing sexy and non-nude on the Tv show! I鈥檝e never had sex with underage girls cause i also like 20-28 yo women but mostly i like teen girls age range 14-19 I like %80 teenage girls(14-19) and %20 adult women (20 and up),woman attracted teenage girl especially girl look sexually attractive follow teenage female instagram something else fantasize sexual relationship girl imagine actingdancing sexy non nude show never sex underage girl cause also like woman mostly like teen girl age range like teenage girl adult woman,"['attracted teenage', 'sexually attractive', 'female instagram', 'teenage female', 'follow teenage']",0.21086732
From the US: My brother is 14 now I鈥檓 21 When he was around 3 or 4 and I was about 10 (vague memory) he slept over in my room all the time But one time after I saw a movie where people kissed I was curious We often kissed on the lips but one night before bed I kissed him too long I think I just plopped my open mouth on his lips not knowing that it was really 鈥渟exual鈥 or 鈥渞omantic鈥 but thinking I was 鈥減racticing鈥 so I must have known it was weird I think it lasted like 5 seconds and i think he told me to stop,brother around slept room time one time saw movie people kissed curious often kissed lip one night bed kissed long think plopped open mouth lip knowing really exual omantic thinking racticing must known weird think lasted like second think told stop,"['curious kissed', 'kissed curious', 'people kissed', 'kissed lip', 'kissed']",0.47676998
